Impact ID,策划注释,Impact逻辑ID,参数1,参数2,参数3,参数4,Buff图标,impact互斥id,顶替优先级,死亡后是否消失,下线是否计时,脚本ID,特效,名称,描述,技能效果,技能受击效果,技能缩放,技能效果x,技能效果y,技能音效,受击缩放,受击x,受击y,受击音效,技能播放速度,受击播放速度,全体or单人（0单人，1全体）
42701,狂战士的怒吼,4,5,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42702,狂战士的怒吼,4,5,100,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42703,狂战士的怒吼,4,5,150,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42704,狂战士的怒吼,4,5,200,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42705,狂战士的怒吼物免,4,15,20,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42706,狂战士的怒吼物免,4,15,30,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42707,狂战士的怒吼物免,4,15,40,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42708,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42709,狂战士的怒吼,4,5,300,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42710,狂战士的怒吼,4,5,400,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42711,狂战士的怒吼,4,5,500,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42712,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42713,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42714,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42801,精气光环,4,22,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42802,精气光环,4,22,300,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42803,精气光环,4,22,400,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42804,精气光环,4,22,500,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42805,精气光环,4,32,200,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42806,精气光环,4,32,300,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42807,精气光环,4,32,400,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42808,精气光环,4,32,500,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42809,精气光环,4,22,800,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42810,精气光环,4,22,1280,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42811,精气光环,4,22,2050,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42812,精气光环,4,32,800,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42813,精气光环,4,32,1280,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42814,精气光环,4,32,2050,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42901,编织,4,5,30,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42902,编织,4,5,45,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42903,编织,4,5,60,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42904,编织,4,5,75,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42905,编织,4,5,100,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42906,编织,4,5,140,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
42907,编织,4,5,180,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43001,编织,5,5,30,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43002,编织,5,5,45,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43003,编织,5,5,60,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43004,编织,5,5,75,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43005,编织免疫,5,15,10,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43006,编织免疫,5,15,15,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43007,编织免疫,5,15,20,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43008,编织免疫,5,15,25,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43009,编织,5,5,100,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43010,编织,5,5,140,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43011,编织,5,5,180,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43012,编织免疫,5,15,28,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43013,编织免疫,5,15,31,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43014,编织免疫,5,15,35,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43101,怨念深渊,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43102,怨念深渊,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43103,怨念深渊,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43104,怨念深渊,5,3,200,5,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43105,怨念深渊,5,3,200,6,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43106,怨念深渊,5,3,200,7,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43107,怨念深渊,5,3,200,8,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
43201,奔腾,4,23,100,6,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43202,奔腾,4,23,100,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43203,奔腾,4,23,100,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43204,奔腾,4,23,100,9,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43205,奔腾,4,23,100,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43206,奔腾,4,23,100,14,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43207,奔腾,4,23,100,16,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43301,巨浪减护甲,5,5,10,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43302,巨浪减护甲,5,5,15,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43303,巨浪减护甲,5,5,20,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43304,巨浪减护甲,5,5,25,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43305,巨浪减护甲,5,5,50,6,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43306,巨浪减护甲,5,5,100,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43307,巨浪减护甲,5,5,150,10,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43401,怨念深渊伤害,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43402,怨念深渊伤害,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43403,怨念深渊伤害,1,0,300,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43404,怨念深渊伤害,1,0,400,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43405,怨念深渊伤害,1,0,640,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43406,怨念深渊伤害,1,0,1025,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43407,怨念深渊伤害,1,0,1640,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43501,敌法攻击减蓝,5,32,32,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43502,敌法攻击减蓝,5,32,64,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43503,敌法攻击减蓝,5,32,96,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43504,敌法攻击减蓝,5,32,128,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43505,敌法攻击减蓝,5,32,204,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43506,敌法攻击减蓝,5,32,328,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43507,敌法攻击减蓝,5,32,525,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43601,射手天赋加速,4,3,2,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43602,射手天赋加速,4,3,3,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43603,射手天赋加速,4,3,4,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43604,射手天赋加速,4,3,5,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43605,射手天赋加速,4,3,6,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43606,射手天赋加速,4,3,7,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
43607,射手天赋加速,4,3,8,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50001,梅肯斯姆2,4,1,375,120,-1,-1,111,2,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50002,梅肯斯姆2,4,1,560,120,-1,-1,111,3,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50003,梅肯斯姆2,4,1,800,120,-1,-1,111,4,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50004,梅肯斯姆2,4,1,1000,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50005,梅肯斯姆2,4,1,1200,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50006,梅肯斯姆2,4,1,1400,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50007,梅肯斯姆2,4,1,1600,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50008,梅肯斯姆2,4,1,1800,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50009,梅肯斯姆2,4,1,2000,120,-1,-1,111,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50011,梅肯斯姆,4,31,375,1,-1,-1,113,2,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50012,梅肯斯姆,4,31,560,1,-1,-1,113,3,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50013,梅肯斯姆,4,31,800,1,-1,-1,113,4,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50014,梅肯斯姆,4,31,1000,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50015,梅肯斯姆,4,31,1200,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50016,梅肯斯姆,4,31,1400,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50017,梅肯斯姆,4,31,1600,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50018,梅肯斯姆,4,31,1800,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50019,梅肯斯姆,4,31,2000,1,-1,-1,113,5,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50021,秘法鞋,4,22,405,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50022,秘法鞋,4,22,600,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50023,秘法鞋,4,22,900,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50024,秘法鞋,4,22,1200,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50025,秘法鞋,4,22,1500,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50026,秘法鞋,4,22,1800,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50027,秘法鞋,4,22,2100,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50028,秘法鞋,4,22,2400,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50029,秘法鞋,4,22,2700,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50031,秘法鞋,4,32,405,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50032,秘法鞋,4,32,600,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50033,秘法鞋,4,32,900,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50034,秘法鞋,4,32,1200,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50035,秘法鞋,4,32,1500,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50036,秘法鞋,4,32,1800,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50037,秘法鞋,4,32,2100,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50038,秘法鞋,4,32,2400,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50039,秘法鞋,4,32,2700,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50041,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50042,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50043,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50044,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50045,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50046,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50047,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50048,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50049,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50051,羊刀,5,3,200,6,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50052,羊刀,5,3,200,7,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50053,羊刀,5,3,200,8,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50054,羊刀,5,3,200,9,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50055,羊刀,5,3,200,10,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50056,羊刀,5,3,200,10,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50057,羊刀,5,3,200,11,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50058,羊刀,5,3,200,11,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50059,羊刀,5,3,200,12,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
50061,紫怨,5,21,25,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50062,紫怨,5,21,30,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50063,紫怨,5,21,35,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50064,紫怨,5,21,40,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50065,紫怨,5,21,45,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50066,紫怨,5,21,50,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50067,紫怨,5,21,55,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50068,紫怨,5,21,60,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50069,紫怨,5,21,60,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50071,红杖,1,0,600,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50072,红杖,1,0,900,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50073,红杖,1,0,1200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50074,红杖,1,0,1600,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50075,红杖,1,0,1900,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50076,红杖,1,0,2200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50077,红杖,1,0,2500,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50078,红杖,1,0,2800,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50079,红杖,1,0,3100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50081,死灵书,5,32,300,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50082,死灵书,5,32,400,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50083,死灵书,5,32,600,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50084,死灵书,5,32,800,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
50085,死灵书,5,32,1000,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
