技能ID,策划注释,技能名称,技能等级,技能描述,目标选择方式,技能施放概率,法力消耗,技能内置冷却,技能冷却ID,第一次施放,技能类型,附加Impact 1,附加Impact 1概率,选择目标类型,附加Impact 2,附加Impact 2概率,选择目标类型,附加Impact 3,附加Impact 3概率,选择目标类型,附加Impact 4,附加Impact 4概率,选择目标类型,脚本ID,英雄等级,银币消耗,学习类型,道具消耗ID,道具消耗数量,木材消耗,学习成功率,增加成功率道具,道具增加的成功率,道具最大使用数量,技能出手动作（64以下为出手动作）,技能自身特效,技能受击特效,技能图标,技能施放位置（0为原地，1为到某一列前，2为到目标前，3为到敌方整体区域）,技能受击动作（63以上为受击动作）,技能施放特效,特效的类型（0为只有受击，1为点对点，2为发射物体击中目标消失，3为向固定方向发射物体，4为一个区域的大特效）,施放特效缩放比例,施放特效x偏移量,施放特效y偏移量,施放特效声音,本体特效缩放比例,本体特效x偏移量,本体特效y偏移量,本体特效速度,本体特效声音,受击特效缩放比例,受击特效x偏移量,受击特效y偏移量,受击特效声音,施放特效播放速度,本体特效施放速度,受击特效播放速度,起始x偏移量,起始y偏移量,飞行击中x偏移量,飞行击中y偏移量,
132303,超强力量,超强力量,4,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续7回合。,0,10000,75,10,14,1,0,31804,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132304,控制,妖术,4,使敌方变成小动物5回合，并不能进行任何动作,0,10000,200,12,48,8,0,37704,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
132305,妖术,妖术,4,使敌方变成小动物5回合，并不能进行任何动作,0,10000,200,15,48,1,0,37705,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_yaoshu,zj_yaoshu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_yaoshu.mp3,0.04,0.04,0.04,0,0,0,0,
132306,伤害+晕,单体痛苦尖叫,6,短cd,0,10000,120,8,500,1,0,22005,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,20,2,1,zjz_chaoshengbo,zjz_fengbaozhichuishouji,zj_tongkujianjiao.jpg,1,64,-1,2,1,0,0,zs_tongkujianjiao.mp3,0.6,0,0,1.25,-1,1,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132307,伤害+晕,竖排冥火暴击,8,短cd,0,10000,120,10,500,1,0,22005,10000,8,20519,10000,8,40504,10000,8,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_minghuobaoji,zjz_minghuobaojishouji,zj_minghuobaoji.jpg,0,64,-1,2,3,0,0,zs_fengbaozhichui.mp3,2.5,0,0.1,0.8,-1,3,0,0,zs_fengbaozhichuishouji.mp3,0.04,0.04,0.04,0,0,0,0,
132308,纯伤害,幽冥爆轰,3,召唤来自冥界的爆炸性能量，对目标区域内的敌方单位造成250点伤害。,0,10000,125,6,35,1,0,35806,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_youmingbaohong,zj_youmingbaohong.jpg,0,64,-1,0,3,0,0,zs_youmingbaohong.mp3,3,0,0,1.25,zs_youmingbaohong.mp3,2,0.02,0.02,-1,0.04,0.04,0.06,0,0,0,0,
132309,状态,单体衰老 ,3,将一个敌方释放到冥界，使其4回合内减速50%并削弱其魔法伤害减免100%，持续20回合,0,10000,100,20,77,6,0,42006,10000,6,42206,10000,3,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,-1,zj_shuailao.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_shuailao.mp3,0.04,0.04,0.08,0,0,0,0,
132310,纯伤害,竖排瘴气,7,短cd,0,10000,120,10,500,1,0,22007,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_duxinggongji,zjz_duxinggongjishouji,zj_zhangqi.jpg,0,64,-1,2,3,0,0,zs_zhangqi.mp3,3,0,0,1.25,zs_zhangqi.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132311,伤害+晕,前排穿刺,10,短cd,0,10000,120,20,500,1,0,21103,10000,4,20549,10000,4,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chuanci,zj_chuanci.jpg,2,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132312,伤害+晕,竖排穿刺,10,短cd,0,10000,120,20,500,1,0,21093,10000,5,20539,10000,5,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chuanci,zj_chuanci.jpg,2,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,1.5,0,0,zs_chuanci.mp3,0.04,0.04,0.04,0,0,0,0,
132313,野性之斧,野性之斧,4,兽王掷出他的双斧，飞斧对经过的敌方单位造成360点的伤害。,0,10000,120,13,18,1,0,32606,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,zjz_yexingshuangfu,zjz_hunluanzhijianshouji,zj_yexingzhifu.jpg,1,64,-1,3,3,0,0,zs_yexingzhifu.mp3,3,0,0,1,zs_yexingzhifu.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.02,0.04,0,0,0,0,
132314,原始咆哮,原始咆哮,4,惊天动地的咆哮使敌方单体目标受到350伤害并眩晕6回合,2,10000,200,60,60,6,0,39506,10000,8,39606,10000,8,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_chongjiboshouji,zj_yuanshipaoxiao.jpg,2,64,zjz_niubuff,0,3,0,0,zs_hou.mp3,3,0,0,1.25,zs_hou.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132315,刚毛后背,刚毛后背,4,刚背兽的后背有刚毛覆盖，减少40%他所受到的伤害。,-1,10000,0,0,7,1,1,30906,10000,0,31006,10000,0,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_gangmaohoubei,zj_gangmaohoubei.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132316,战意,战意,4,刚背兽增加战意后，在本次的战斗中增加35攻击力以及25%攻击速度,0,10000,0,0,49,1,1,37806,10000,0,37906,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_zhanyi,zj_zhanyi.jpg,0,64,-1,0,1.5,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132317,纯伤害,前排野性之斧,7,短cd,0,10000,120,10,500,1,0,22015,10000,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_yexingshuangfu,zjz_hunluanzhijianshouji,zj_yexingzhifu.jpg,0,64,-1,2,3,0,0,zs_yexingzhifu.mp3,3,0,0,1,zs_yexingzhifu.mp3,3,0,0,zs_wulishouji.mp3,0.04,0.02,0.04,0,0,0,0,
132318,治疗+伤害,暗影波,2,治疗己方全体100点生命值，并对敌方全体造成50点魔法伤害,0,10000,70,8,40,1,0,36607,10000,2,36707,10000,6,-1,-1,-1,-1,-1,-1,-1,3,100,0,-1,-1,-1,100,-1,10,2,1,zjz_anyingbo,zjz_anyingboshouji,zj_anyingbo.jpg,0,64,-1,1,3,0,0,zs_anyingbo.mp3,3,0,0,1.25,zs_anyingbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132319,伤害+晕,山崩,3,用岩石轰炸一个区域，造成260点伤害并晕眩3回合。,0,10000,120,17,16,1,0,32103,10000,6,32203,10000,6,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_chongjiboshouji,zj_shanbeng.jpg,2,64,-1,0,3,0,0,zs_huoyanbaohong.mp3,3,0,0,1.25,zs_huoyanbaohong.mp3,3,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132320,纯伤害,投掷,2,投出巨石，造成目标及其周围250点魔法伤害,0,10000,135,10,58,6,0,39307,10000,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,zjz_shuren,zjz_matijianta,zj_touzhi.jpg,0,64,-1,2,3,0,0,zs_caidiban.mp3,1.5,0,0,1.25,-1,1.5,0,0.03,zs_caidiban.mp3,0.04,0.04,0.06,0,0,0,0,
132321,火焰气息,火焰气息,4,向前方吐出一道火焰，造成敌方200点伤害,0,10000,130,12,9,1,0,31304,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_longpozhanshouji,zj_huoyanqixi.jpg,1,64,zjz_huoyanqixi,0,4.5,0,0.3,zs_penhuo.mp3,4.5,0,0,1,zs_penhuo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132322,龙族血统,龙族血统,4,龙族之血可以使龙骑士被动增加400点生命以及60点物理防御,-1,10000,0,0,51,1,1,38204,10000,0,38304,10000,0,38208,10000,0,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_longzuxuetong,zj_longzuxuetong.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132323,伤害+晕,火焰爆轰,3,发出火焰轰炸一个目标，造成210点伤害并晕眩3回合。,2,10000,95,12,15,1,0,31903,10000,8,32003,10000,8,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,3,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
132324,被动,多重施法,3,多重施法让食人魔魔法师有30%的几率连续施展4次法术。,-1,10000,0,20,57,1,1,39104,10000,0,39204,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,-1,zjz_duochongshifa,zj_duochongshifa.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132325,伤害+状态,毒性攻击,3,在冥界亚龙的箭矢上淬毒，造成额外的22点毒性伤害，同时降低目标的攻击速度。 ,2,10000,20,0,27,1,0,34302,10000,8,34403,10000,8,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,zjz_judu,zjz_duxinggongjishouji,zj_duxinggongji.jpg,0,64,-1,2,3,0,0,zs_bingshuangxinxing.mp3,3,0,0.1,0.8,zs_bingshuangxinxing.mp3,3,0,0,zs_zhongdujizhong.mp3,0.04,0.04,0.04,0,0,0,0,
132326,伤害+状态,蝮蛇突袭,3,恶毒撕咬敌方单体使其在2回合内减速80%并在5回合内收到145点的持续伤害,0,10000,250,30,69,15,0,40903,10000,8,41004,10000,8,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,zjz_duxinggongji,zjz_duxinggongjishouji,zj_fushetuxi.jpg,0,64,-1,2,3,0,0,zs_zhangqi.mp3,3,0,0.1,0.8,zs_zhangqi.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132327,状态,瘴气,3,释放出一阵有毒的瘴气，吸入瘴气的敌方单位会中毒，受到75点的初始伤害和后续伤害，同时攻击速度会降低。,0,10000,125,22,31,1,0,35103,10000,7,35203,10000,7,35303,10000,7,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,zjz_duxinggongji,zjz_duxinggongjishouji,zj_zhangqi.jpg,0,64,-1,2,3,0,0,zs_zhangqi.mp3,3,0,0,1.25,zs_zhangqi.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132328,状态,剧毒新星,3,制造一个剧毒光环，使敌方全体每2回合受到81点魔法伤害，持续14回合,0,10000,400,60,73,15,0,41402,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,-1,zjz_duxinggongjishouji,zj_juduxinxing.jpg,3,64,zjz_juduxinxing,4,3,0,0,zs_bingshuangxinxing.mp3,3,0,0,1.25,zs_bingshuangxinxing.mp3,3,0,0,zs_zhongdujizhong.mp3,0.08,0.04,0.04,0,0,0,0,
132329,状态,超强力量,3,让熊战士变得狂暴，急切想把这股力量宣泄到目标身上，持续6回合。,0,10000,65,10,14,1,0,31803,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,100,0,-1,-1,-1,300,-1,10,2,1,-1,zjz_chaoqiangliliang,zj_chaoqiangliliang.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132330,状态,激怒,3,被激怒的熊战士增加自身物理攻击力99点持续15回合,0,10000,0,25,56,15,0,39003,10000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,-1,zjz_jinu,zj_jinu.jpg,0,64,-1,0,3,0,0,zs_shifangbuff.mp3,3,0,0,1.25,zs_shifangbuff.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132331,伤害+晕,马蹄践踏,1,猛击地面，对敌方地面单位造成100点伤害，并使他们晕眩3回合。,0,10000,80,13,8,1,0,31103,10000,8,31201,10000,8,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
132332,纯伤害,双刃剑,1,聚力一击，对自身和敌方同时造成175点伤害,0,10000,0,8,50,6,0,38006,10000,8,38106,10000,0,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,1.5,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132333,纯伤害,竖排震荡波,3,发射出一道震荡波，对一条直线上的敌方单位造成225点伤害。,0,10000,90,10,32,1,0,35406,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,zjz_chongjibo,zjz_chongjiboshouji,zj_zhendangbo.jpg,1,64,-1,3,3,0,0,zs_zhendangbo.mp3,3,0,0,0.8,zs_zhendangbo.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132334,状态,单体授予力量,2,提升一个友方单位物理攻击力30%持续40回合,0,10000,40,12,74,6,0,41503,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,100,0,-1,-1,-1,100,-1,10,2,1,-1,zjz_shouyuliliang,zj_shouyuliliang.jpg,0,64,-1,0,3,0,0,zs_hanbingjia.mp3,3,0,0,1.25,zs_hanbingjia.mp3,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132335,伤害+减速,霜冻新星,3,冷冻爆炸打击目标造成275点伤害，冰冻效果减慢敌人的攻击速度，持续4回合。 ,0,10000,170,6,29,1,0,34706,10000,6,34806,10000,3,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_bingshuangxinxing,zj_shuangdongxinxing.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_bingshuangxinxing.mp3,0.04,0.04,0.08,0,0,0,0,
132336,状态,寒冰甲,3,寒冰的铠甲给己方单位增加70点物理防御，持续25回合,0,10000,50,25,71,6,0,41204,10000,2,41208,10000,2,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_hanbingjia,zj_hanbingjia.jpg,0,64,-1,0,3,0,0,zs_hanbingjia.mp3,3,0,0,1.25,zs_hanbingjia.mp3,3,0,-0.02,-1,0.04,0.04,0.08,0,0,0,0,
132337,强击光环,强击光环,4,为你和所有友军的单位提供26%物理攻击力加成。,-1,10000,0,0,11,1,1,31504,10000,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,-1,zjz_qiangjiguanghuan,zj_qiangjiguanghuan.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132338,射手天赋,射手天赋,4,专注于射击，被动提升自身50点物理攻击以及50点物理防御,-1,10000,0,0,53,1,1,38504,10000,0,38604,10000,0,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,600,-1,10,2,1,-1,zjz_sheshoutianfu,zj_sheshoutianfu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0,-1,0.04,0.04,0.4,0,0,0,0,
132339,纯伤害,单伤叉形闪电,5,短cd,0,10000,120,10,500,1,0,22002,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_chaxingshandian.jpg,0,64,-1,1,3,0,0,-1,3,0,0,1.25,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132340,伤害+晕,竖排山崩,1,短cd,0,10000,120,10,500,1,0,22019,10000,6,20519,10000,6,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chongjiboshouji,zj_shanbeng.jpg,2,64,-1,0,3,0,0,zs_huoyanbaohong.mp3,3,0,0,1.25,zs_huoyanbaohong.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132341,纯伤害,竖排龙破斩,3,释放一道火焰，对一条直线上的敌方单位造成230点伤害。,0,10000,125,10,5,1,0,30704,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,zjz_longpozhan,zjz_longpozhanshouji,zj_longpozhan.jpg,1,64,-1,3,3,0,0,zs_longpozhan.mp3,3,0,0,0.8,zs_longpozhan.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132342,纯伤害,单体神灭斩,3,向敌方单体目标发射闪电，造成950魔法伤害,2,10000,450,60,47,6,0,37604,10000,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,zjz_shenmiezhan,zjz_shenmiezhanshouji,zj_shenmiezhan.jpg,0,64,-1,1,3,0,0,-1,3,0,0,0.8,-1,3,0,0,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132343,蚀脑,蚀脑,1,吞食一个敌方单位的活性能量，瞬间汲取90点的生命。,0,10000,125,14,121,1,0,80506,10000,3,80606,10000,0,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_shinao.jpg,0,64,-1,0,2.5,0,0,zs_shinao.mp3,3,0,0,1.25,zs_shinao.mp3,2.5,0,0,zs_bingshuangxinxing.mp3,0.04,0.04,0.08,0,0,0,0,
132344,恶魔的掌握,恶魔的掌握,1,使用黑暗魔法抓住一个目标，每回合造成100点的伤害，持续5回合。,0,10000,200,60,126,15,0,81506,10000,3,81606,10000,3,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_emodezhangwo.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,zs_emodezhangwo.mp3,3,0,0.06,zs_emodezhangwo.mp3,0.04,0.04,0.04,0,0,0,0,
132345,毁灭阴影,毁灭阴影,1,影魔能运用他的力量污染正前方不同距离的区域，对敌方竖排造成75点伤害并增加自己24点攻击。,0,10000,75,10,120,1,0,80306,10000,7,80406,10000,0,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,-1,zj_huimieyinying.jpg,0,64,-1,0,3,0,0,zs_silingshu.mp3,2,0,0,1.25,zs_silingshu.mp3,2,0,0,zs_silingshu.mp3,0.04,0.04,0.08,0,0,0,0,
132346,魂之挽歌,魂之挽歌,7,召唤恶灵以均匀的角度向四周发射对敌方全体造成2300点伤害并降低敌方全体攻击速度30%，持续5回合。。,0,10000,760,60,125,15,0,81305,10000,6,81405,10000,6,-1,-1,-1,-1,-1,-1,-1,21,100,0,-1,-1,-1,800,-1,10,2,1,-1,-1,zj_hunzhiwange.jpg,3,64,zjz_hunzhiwange,4,2,0,0,zs_hunzhiwange.mp3,3,0,0,1.25,zs_hunzhiwange.mp3,3,0,0,-1,0.05,0.05,0.06,0,0,0,0,
132347,纯伤害,竖排火焰爆轰,6,短cd,0,10000,120,10,500,1,0,22023,10000,8,20519,10000,8,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,2.5,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
132401,伤害+晕,横排马蹄践踏,5,短cd,0,10000,120,10,500,1,0,22033,10000,4,20549,10000,4,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chongjiboshouji,zj_matijianta.jpg,2,64,zjz_matijianta,0,3,0,0.1,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,3,0,0,-1,0.04,0.04,0.06,0,0,0,0,
132402,纯伤害,竖排瘴气,7,短cd,0,10000,120,10,500,1,0,22009,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,zjz_duxinggongji,zjz_duxinggongjishouji,zj_zhangqi.jpg,0,64,-1,2,3,0,0,zs_zhangqi.mp3,3,0,0,1.25,zs_zhangqi.mp3,3,0,0,-1,0.04,0.04,0.04,0,0,0,0,
132403,纯伤害,竖排火焰爆轰,6,短cd,0,10000,120,10,500,1,0,22027,10000,7,20529,10000,7,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_huoyanbaohong,zj_huoyanbaohong.jpg,0,64,-1,0,2.5,0,0,-1,2.5,0,0.1,1.25,-1,2.5,0,0.05,zs_huoyanbaohong.mp3,0.04,0.04,0.04,0,0,0,0,
132404,纯伤害,毒性攻击,4,短cd,2,10000,20,0,27,1,0,34304,10000,8,34404,10000,8,-1,-1,-1,-1,-1,-1,-1,13,100,0,-1,-1,-1,500,-1,10,2,1,zjz_judu,zjz_duxinggongjishouji,zj_duxinggongji.jpg,0,64,-1,2,3,0,0,zs_bingshuangxinxing.mp3,3,0,0.1,0.8,zs_bingshuangxinxing.mp3,3,0,0,zs_zhongdujizhong.mp3,0.04,0.04,0.04,0,0,0,0,
132405,伤害+晕,单体山崩,1,短cd,0,10000,120,10,500,1,0,22021,10000,7,20509,10000,7,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_chongjiboshouji,zj_shanbeng.jpg,2,64,-1,0,3,0,0,zs_huoyanbaohong.mp3,3,0,0,1.25,zs_huoyanbaohong.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
132406,纯伤害,竖排月光,2,短cd,0,10000,120,10,500,1,0,22009,10000,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,80,-1,10,2,1,-1,zjz_qunxingyunluo,zj_qunxingyunluo.jpg,0,64,-1,0,3,0,0,zs_qunxingyunluo.mp3,3,0,0,1.25,zs_qunxingyunluo.mp3,3,0,0.2,zs_qunxingyunluoshouji.mp3,0.04,0.04,0.06,0,0,0,0,
132407,纯伤害,群体群星陨落,1,召唤陨石对敌方所有单位造成75点伤害。,0,10000,100,12,20,1,0,33007,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,100,0,-1,-1,-1,-1,-1,10,2,1,-1,zjz_qunxingyunluo,zj_qunxingyunluo.jpg,0,64,-1,0,3,0,0,zs_qunxingyunluo.mp3,3,0,0,1.25,zs_qunxingyunluo.mp3,3,0,0.2,zs_qunxingyunluoshouji.mp3,0.04,0.04,0.06,0,0,0,0,
132408,伤害+晕,单体月神之箭,1,精准的向敌方单体射出一箭造成90点魔法伤害并眩晕2回合,0,10000,100,17,62,6,0,39907,10000,7,40002,10000,7,-1,-1,-1,-1,-1,-1,-1,6,100,0,-1,-1,-1,-1,-1,10,2,1,zjz_yueshenzhijian,zjz_yueshenzhijianshouji,zj_yueshenzhijian.jpg,0,64,-1,2,3,0,0,zs_yuancheng.mp3,3,0,0.1,0.8,zs_yuancheng.mp3,3,0,0,zs_yueshenzhijianjizhong.mp3,0.04,0.04,0.04,0,0,0,0,
132409,纯伤害,单体雷击,3,从天空召唤一道闪电对目标造成275点伤害,0,10000,115,10,1,1,0,30007,10000,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_leijicu,zj_leiji.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132410,纯伤害,全体雷神之怒,3,用闪电打击敌方所有单位造成475点魔法伤害,0,10000,450,60,43,6,0,37107,10000,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,200,-1,10,2,1,-1,zjz_leijicu,zj_leishenzhinu.jpg,0,64,-1,0,3,0,0,-1,3,0,0,1.25,-1,3,0,0.06,zs_leiji.mp3,0.04,0.04,0.04,0,0,0,0,
132411,纯伤害,双刃剑,3,聚力一击，对自身和敌方同时造成325点伤害,0,10000,0,8,50,15,0,38007,10000,8,38107,10000,0,-1,-1,-1,-1,-1,-1,-1,16,100,0,-1,-1,-1,400,-1,10,2,1,-1,zjz_matijianta,zj_shuangrenjian.jpg,2,64,-1,0,3,0,0,zs_caidiban.mp3,3,0,0,1.25,zs_caidiban.mp3,1.5,0,0.03,-1,0.04,0.04,0.06,0,0,0,0,
